folio,rubrique,nom,statut_soc,objet,detail_objet,localisation,redevance
"f°18 verso, l.28",Te Molenbeke ende op den Steenwech,Godevert van der Hellem?/ Heinrec van Zassem,?,1 beemde,-,achter den treeft bi den beemds gosens tser gherem ende van andere beemde daer onder bi den Heydeken,"6 sous? 2,5  chapons"
"f°18 verso, l.29",Te Molenbeke ende op den Steenwech,Godevert van der Hellem?/ Heinrec van Zassem,?,van den voerseiden gode van den selven,-,?,4 sous et 9 deniers et 2 chapons
"f°18 verso, l.30",Te Molenbeke ende op den Steenwech,Heinrec tsleus,?,1 weghe,-,die gheet van achter tote den steenweghe,obole
"f°18 verso, l.31 (barré)",Te Molenbeke ende op den Steenwech,(Ysemme? Jan tsmed dochter van sente vreycapellen),(?),(van ? buidere lans),(dat was magriete lonijs van dielbeke),(?),"12,? Denier"
"f°18 verso, l.32 (barré)",Te Molenbeke ende op den Steenwech,(Katelinen tsgans van Pede),(?),( 1/2? bunder lans),(dat was Magrite Lonijs van Dielbeke),(?),"(12,5?d)"
"f°19 recto, l.1",Te Molenbeke ende op den Steenwech,Jan Hasennoghe,?,van goede ,dat was Willems van der Sennen,van lande ten Nepe,6 deniers
"f°19 recto, l.2",Te Molenbeke ende op den Steenwech,Kateline Snoerkens Jans dochter ,?,van den selven goede,?,?,3 deniers
"f°19 recto, l.3",Te Molenbeke ende op den Steenwech,Magriete tsraven,?,1 hofstat,willems boc die was Aerds Conincs,?,15 deniers 1/2 chapon
"f°19 recto, l.4",Te Molenbeke ende op den Steenwech,Jan de Coster van Gremberghen,?,1 voerhoede,van sinen huis,vore sente Kateline poerte,3 deniers
"f°19 recto, l.5",Te Molenbeke ende op den Steenwech,Jan Boute van Coedenberghe,?,1 dele obstals,-,gheleghen vore sine huis bi Troechroeds,3 deniers
"f°19 recto, l.6",Te Molenbeke ende op den Steenwech,Jan Boute van Coedenberghe,?,noch ,van Janne Bellens weghen van Meyse,?,1 denier
"f°19 recto, l.7",Te Molenbeke ende op den Steenwech,Jan Boute van Coedenberghe,?,1 dele obstals,-,in de side van den selven huis och hofstat,6 deniers
"f°19 recto, l.8 (barré)",Te Molenbeke ende op den Steenwech,(Jans Mechiels sone tsbroeders),(tsbrieders),(1 voerhoede),(sire hofstat),(daer),(2 deniers)
"f°19 recto, l.9",Te Molenbeke ende op den Steenwech,Her Jan Troechroeds,her,1 voerhoede sire hofstat,-,bi sente goedelen poerte,1 denier
"f°19 recto, l.10",Te Molenbeke ende op den Steenwech,Yde ende Marie Jans dochter van Carlevelt,?,van der sebbruggen van Jans Haermans oechts tserieal van den hove te Carlevelt dat was Jans Cassarts,-,te Carlevelt,14 deniers
"f°19 recto, l.11",Te Molenbeke ende op den Steenwech,Yde ende Marie Jans dochter van Carlevelt,?,noch van den hove,-,te Carenvelt,14 deniers
"f°19 recto, l.12",Te Molenbeke ende op den Steenwech,Yde ende Marie Jans dochter van Carlevelt,?,1 obstalle,-,vore tforeseide hof,1 denier
"f°19 recto, l.13",Te Molenbeke ende op den Steenwech,Yde ende Marie Jans dochter van Carlevelt,?,1 stucke broex ,dat was Heinrec Goetscalx van Ossenem,daer,3 sous
"f°19 recto, l.14",Te Molenbeke ende op den Steenwech,Yde ende Marie Jans dochter van Carlevelt,?,van goede ,dat was Ydeloy tsmunters ,bi tshof van carlevelt,12 deniers
"f°19 recto, l.14 aussi",Te Molenbeke ende op den Steenwech,Yde ende Marie Jans dochter van Carlevelt,?,1 bon? Lants,-,tossenem,12 deniers
"f°19 recto, l.15",Te Molenbeke ende op den Steenwech,Yde ende Marie Jans dochter van Carlevelt / Alijt van den Heetvelde,?,1 boender lands,dat was Gherems van den Nuwenhuis,in de heyde boven ossenem,12 deniers
"f°19 recto, l.16",Te Molenbeke ende op den Steenwech,Lonijs Raes/ Heinrec Soys,?,1 hofstat,van goede dat was Heinrex Meynaerts van 1 bofstat,die gheleghen es bi sine camme,6 deniers
"f°19 recto, l.17",Te Molenbeke ende op den Steenwech,joffrouwe Marie van den Steenweghe,?,1 hofstat,van Magriete Tfrisen,bi den kerchove te molenbeke,1 denier
"f°19 recto, l.18",Te Molenbeke ende op den Steenwech,Laureis de ketelbutere/ Maes Lents/Leuts,?,1 dele lands,-,vore sine huis bi doude brugghe,6 deniers
"f°19 recto, l.19",Te Molenbeke ende op den Steenwech,Heinrec Loetaert van Ganshoren,?,van goede ,dat was Daneels Bartmakers van sente katelinen Loembeke van goede dat was Jans Stevens?,?,1/2 chapon et 15 deniers?
"f°19 recto, l.20",Te Molenbeke ende op den Steenwech,(Jan Haermans wijf),?,1 roecke,datmen heet de craenck,?,6 deniers
"f°19 recto, l.21 (barré)",Te Molenbeke ende op den Steenwech,(Jan Haermans wijf),(?),(van haren hove),(-),(te carlevelt),14 deniers
"f°19 recto, l.22",Te Molenbeke ende op den Steenwech,Jan Harmaens wijf ,?,1 beemde ,die haers vader was,bi vilvoerden,1 denier
"f°19 recto, l.23",Te Molenbeke ende op den Steenwech,Jan de Rademakere ,?,sire hofstat,die was Heinrex Poerters,?,2 deniers et  1/2? Chapon
"f°19 recto, l.24",Te Molenbeke ende op den Steenwech,Jan de Rademakere /Magriete cloets,?,1 voerhoede sire hofstat,die was Gilijs van Molenbeke timmermans,?,"1,5 deniers"
"f°19 recto, l.25",Te Molenbeke ende op den Steenwech,Jan van Walferghem,?,1 voerhoede,sire hofstat die was Gilijs van Molenbeke timmermans,?,obole
"f°19 recto, l.26",Te Molenbeke ende op den Steenwech,de verstrie van Jette berghen ganshoren,-,?,berghen  ganshoren,?,24 deniers
"f°19 recto, l.27",Te Molenbeke ende op den Steenwech,Aerd Claren ,?,1/2 boender ,van goede dat was Peters tswaler,gheleghen in de hoelstate,"2,5 deniers"
"f°19 recto, l.28",Te Molenbeke ende op den Steenwech,Mechiel de Hondelose,?,?hofstat,die was Jans wuwermans van 1 obstalle vore sine hofstat,op den hoernec bi Jan Meer,6 deniers
"f°19 recto, l.29",Te Molenbeke ende op den Steenwech,Vrancke de Pape,?,2 obstallen,die was Jans van Sente Gorex,daer woend Heinrec van Dellen,obole
"f°19 recto, l.30",Te Molenbeke ende op den Steenwech,Vrancke de Pape,?,1 anderen obstalle,-,op den Steenwech,obole
"f°19 recto, l.31",Te Molenbeke ende op den Steenwech,Symoen van Ganshoren,?,1 broecke,-,te Rullenberghe,9 deniers
"f°19 verso, l.1",Te Molenbeke ende op den Steenwech,Gilijs de landmeren puis Jan de cone de beckere,? Puis de beckere,1 obstalle,vore sine huis,daer hi sinen muir op hoest ghemaect,1 denier
"f°19 verso, l.2",Te Molenbeke ende op den Steenwech,"""Joffrouwe Yde tslepeleren van goede dat was""",joffrouwe,2 oestalle,-,ieghen Gherarts tsleus bi senter claes,obole
"f°19 verso, l.3",Te Molenbeke ende op den Steenwech,Jan de clerc <de hollandere ende magriete sijn wijf>,de clerc/de hollandere ende sijn wijf,van goede,die waren Heinrex van Dielbeke tscoesutters,?,4 sous et 2 chapons
"f°19 verso, l.4",Te Molenbeke ende op den Steenwech,Jan van den steeweghe (puis?  Arnt Stene de deckere),? (puis de deckere?),1 hofstat,van goede Gosens van den Steenweghe van 1 hofstat,bi Aerds van den Steene,"2,? Sous et 6 chapons"
"f°19 verso, l.5",Te Molenbeke ende op den Steenwech,Jan van den Steeweghe puis Alijt Zeghers van Ganshoren(?),?,van goede,dat was Aerds van den Steen,?,"2,? Et 6 chapons"
"f°19 verso, l.6",Te Molenbeke ende op den Steenwech,Jan van den Steeweghe puis un censitaire barré (?),?,1 obstalle,tfoergheseis Aerds,?,1 denier
"f°19 verso, l.7",Te Molenbeke ende op den Steenwech,Jan van den Steeweghe puis Heinrec de Riemakere,?,1 stucke lands ,dat was van den stene,gheleghen te Cockeberghe dat was van den stene,"2,5 deniers"
"f°19 verso, l.8",Te Molenbeke ende op den Steenwech,ghescreven hier beneden op kateline van de stene,,,,,
"f°19 verso, l.9",Te Molenbeke ende op den Steenwech,?,?,van goede ,dat was Lijsbette Aerds wijf was van den stene,?,"1,5 deniers"
"f°19 verso, l.10",Te Molenbeke ende op den Steenwech, ghesc(reven) te laken op Adame Goetscals,,,,,
"f°19 verso, l.11",Te Molenbeke ende op den Steenwech,Heinrec tsmet van der overslachter molen puis Heinrec Nautiet de briedere,tsmet? Puis de briedere,sinen oestalle,sine oestalle,buten sente Katelinen poerte van nuws,2 deniers
"f°19 verso, l.12",Te Molenbeke ende op den Steenwech,Heinrec tsmet van der overslachter molen ,tsmet?  ,1 hofstat,die was Wouters Starcken,?,2 deniers et 1 chapons
"f°19 verso, l.13",Te Molenbeke ende op den Steenwech,de capellaen van der capelrien van Cockelberghe,-,?,?,?,1 denier
"f°19 verso, l.14",Te Molenbeke ende op den Steenwech,Willem van Bardeghem Wouters sone van den Brule,?,1 stucke lands ,-,bi vivere van Cockelberghe,3 deniers tournoys?
"f°19 verso, l.15",Te Molenbeke ende op den Steenwech,Gilijs van der Gotten van Heembeke,?,1 voerhoed,sire hofstat,bi Vranx Joeten Soens bi de Serrewere,4 deniers
"f°19 verso, l.16",Te Molenbeke ende op den Steenwech,Gilijs van der Gotten van Heembeke,?,1 tsexenen,-,die steet ieghen sine huis daer in de Senne,1 denier
"f°19 verso, l.17",Te Molenbeke ende op den Steenwech,Heinrex Veren zoeten,?,1 voerhoed,sire hofstat,op den steenwech ane de middelste brugghe,6 deniers
"f°19 verso, l.18",Te Molenbeke ende op den Steenwech,Heinrex Veren zoeten,?,1 voerhoed,sire hofstat,in den wech ter drijsch molen,1 deniers
"f°19 verso, l.19",Te Molenbeke ende op den Steenwech,Heinrex Veren zoeten,?,1 cleinen dele obstals,van nuws?,in de side van sire hofstat bi Marien Ketelbuters huis van nuws,3 deniers 
"f°19 verso, l.20",Te Molenbeke ende op den Steenwech,Jan van Vileer,?,1 hofstat,die was Willems van Hoseycke,?,2 deniers
"f°19 verso, l.21",Te Molenbeke ende op den Steenwech,Willem Neenken,?,1 dele hofstaede,die sijns vaders was,die sijns vaders was?,obole
"f°19 verso, l.22",Te Molenbeke ende op den Steenwech,Willem Neenken,?,1 ghemeinen broecke,-,tossenem,4 deniers
"f°19 verso, l.23",Te Molenbeke ende op den Steenwech,Willem Neenken,?,1 cleinen dele obstals,vore sine hof,?,4 deniers
"f°19 verso, l.24",Te Molenbeke ende op den Steenwech,Marie Ketelbuters,?,eere graecht,-,bi hare woninghe,3 deniers
"f°19 verso, l.25",Te Molenbeke ende op den Steenwech,Jan de Grote ,?,1 voerhoede,sire hofstat daer hi op woent,daer hi op woent in de wech ter drijschmolen,1 denier
"f°19 verso, l.26",Te Molenbeke ende op den Steenwech,Willem Crisen/Trisen?,?,sire hofstat,-,op de Hergraecht,obole
"f°19 verso, l.27",Te Molenbeke ende op den Steenwech,Kateline Jans dochter van Masenzele,?,1 cleinen straetken ,vore hare huis,vore hare huis op den hergraecht,1 denier
"f°19 verso, l.28",Te Molenbeke ende op den Steenwech,Kateline Jans dochter van de stene,?,3 dachwande lands,die ghecoecht waren jeghen Janne van Heinen,?,"1,5 deniers?"
"f°20 recto, l.1",Te Molenbeke ende op den Steenwech,de huisarmen va Molenbeke,-,1 dele obstals,-,ieghen de kercke op den beke,1 denier
"f°20 recto, l.2",Te Molenbeke ende op den Steenwech,de huisarmen va Molenbeke,-,1 voerhoede eere hofstat,-,op den hoernec ieghen de poerte van den Witte Vrouwen,1 denier
"f°20 recto, l.3",Te Molenbeke ende op den Steenwech,de huisarmen va Molenbeke,-,1 boender heyden,dat war (sic) Godevert van Ossenem,gheleghen tossenem,12 deniers
"f°20 recto, l.4",Te Molenbeke ende op den Steenwech,de huisarmen va Molenbeke,-,"1,5 dachwande beemds",-,gheleghen te Laken,9 deniers
"f°20 recto, l.5 (barré)",Te Molenbeke ende op den Steenwech,[Cornelijs de Maech de timmerman],[de timmerman],[1 voerhoede],[sire hofstat die alicen vranx was],[ieghen de Witte Vrouwen],[1 denier]
"f°20 recto, l.6",Te Molenbeke ende op den Steenwech,Jan van Bodeghem de timmerman,de timmerman,1 voerhoede sire hofstat,sire hofstat,?,4 deniers
"f°20 recto, l.7",Te Molenbeke ende op den Steenwech,Jan van Bodeghem de timmerman,de timmerman,1 voervanghe,-,op den steenwecht ieghen de Witte Vrouwen,1 denier
"f°20 recto, l.8",Te Molenbeke ende op den Steenwech,Wouter de smet van Wesenbeke,de smet??,1 travaillien,-,tusschen sijn huis ende de beke,3 deneirs
"f°20 recto, l.9",Te Molenbeke ende op den Steenwech,Jan Minninc,?,1 voerhoed,sire hofstat,bi de strate van Meldert bi Jans camme bi der drijschmolen wikete,obole
"f°20 recto, l.10",Te Molenbeke ende op den Steenwech,Jan Minninc,?,1 aneworpe,van Aliten goede van Pede,op de Senne achter sinen hof,obole
"f°20 recto, l.11 (barré)",Te Molenbeke ende op den Steenwech,[Willem Willems Claes sone],[?],[1 voerhoed],[sire hofstat],[op den steenwech ieghen Jans uten Bogarde],[2 deniers]
"f°20 recto, l.12",Te Molenbeke ende op den Steenwech,Jan de Jonchere,?,1 voerhoed,sire hofstat,op den hoernec ende ane den wech diemen heet hoef yser,1 dennier
"f°20 recto, L.13",Te Molenbeke ende op den Steenwech,Jan de Mol de bastaert,de bastaert?,1 voerhoed,sijn huis ende hofstat,buten drijschmolen wikete bi den Wijle,9 deniers
"f°20 recto, l.14",Te Molenbeke ende op den Steenwech,Vrancke van den Poele,?,1 voerhoede,sire hofstat,vore dwiket van drijschmolen ieghens over van vilvoerden,3 deniers
"f°20 recto, l.15",Te Molenbeke ende op den Steenwech,Jan van Horten puis Andries de deckere?,??,1 voervanghe,-,op den steenwecg op den hoernec daernaer? Te molenbeke wergheet van 1 voervanghe,1 denier
"f°20 recto, l.17",Buten Sente Goedelen Poerte,Jan de swertbeghere/swertveghere,?,1 voerhoed,sire hofstat die was Gosens van Laken steenbickelers,?,3 deniers
"f°20 recto, l.18",Buten Sente Goedelen Poerte,Reynere Appelman?,?,2 vinstren,onder sijn huis,onder sijn huis jeghen de strat,3 deniers
"f°20 recto, l.19",Buten Sente Goedelen Poerte,Heinrec de Toldere,?,1 voerhoed,sijn huis,op de vemarct,1 denier
"f°20 recto, l.20",Buten Sente Goedelen Poerte,Vrancke van den Quackelberghe,?,1 dele obstals,vore sinen huis ,daer,3 sous et 8 deniers
"f°20 recto, l.21",Buten Sente Goedelen Poerte,Vrancke van den Quackelberghe,?,vanden selven goede Godevert Martsant/Marcant?,?,?,28 deniers
"f°20 recto, l.22",Buten Sente Goedelen Poerte,Vrancke van den Quackelberghe,?,1 voerhoede,sire hofstat  ,op den hoernec bi den quackelberghe,1 denier
"f°20 recto, l.23",Buten Sente Goedelen Poerte,Gilijs van Hasselghem?,?,1 voerhoede sine huis,van goede dat was Peter van Rodebeke wilen Ghijselkins van Strijcken tswevers ,?,4 deniers
"f°20 recto, l.24",Buten Sente Goedelen Poerte,Gilijs van Hasselghem?,?,1 dele obstals,die was Willems van Zassen,?,4 deniers
"f°20 recto, l.25",Buten Sente Goedelen Poerte,Magriete Gilijs wijf van Hoenkoert,?,12 boender lands,-,tanderlecht,4 deniers
"f°20 recto, l.26",Buten Sente Goedelen Poerte,Magriete Gilijs wijf van Hoenkoert,?,?,?,vore Sente Katelinen poerte,"1,5 deniers et 1 chapon"
"f°20 recto, l.27",Buten Sente Goedelen Poerte,Magriete Gilijs wijf van Hoenkoert (puis?) Willem van Marbay?,?,1 hofstat med ten huse daer op stand,-,bi de Moutmolen,15 deniers payments
"f°20 recto, l.28",Buten Sente Goedelen Poerte,Her Mechiel Scalie,Her,hofstat,die was Godeverts wijf van Mone,bi Sente Godelen kerchove bi den muer,1 denier
"f°20 recto, l.29",Buten Sente Goedelen Poerte,Gherart de men heet benedicente,?,1 voervanghe,vore sijn huis,?,1 denier
"f°20 recto, l.30",Buten Sente Goedelen Poerte,Heinrec de Moey ,?,1 voervanghe,-,opden horec vanden veemarct diemen gheet den orsendale wert,1 denier
"f°20 verso, l.1",In dOrsendal in tBroec,Gherem oudere ende Amelrec Lissen,?,1 hoven ,-,achter Arden borne,2 chapons
"f°20 verso, l.2",In dOrsendal in tBroec,Sc(ri)pt(um) sup(ra) Valloy/Balloy in 3° folio,,,,,
"f°20 verso, l.3",In dOrsendal in tBroec,ghesc(reven) op wout(er) strael hie na in broecht,,,,,
"f°20 verso, l.4",In dOrsendal in tBroec,Jan Balloy,?,1 voerhoede,sire hofstat,ieghen Lonijs Marscals,3 deniers
"f°20 verso, l.5",In dOrsendal in tBroec,Jan Balloy,?,1 hofstat,die was Lambrechts van Bruichem,inde neckerstrate,9 deniers
"f°20 verso, l.6",In dOrsendal in tBroec,Jan Holbens ,?,?1 huis ene hof te stat?,Van Clementien Maechems kinderen goede,?,"1,5 chapons"
"f°20 verso, l.7",In dOrsendal in tBroec,Willem Wirec ende Gijs Wirec,?,van goede,dat was de huisarme van sinte goedelen,?,?
"f°20 verso, l.8",In dOrsendal in tBroec,Jan Baes ,?,1 obstalle vore sine huis,van goede dat was Gilijs Hobbens,vore sine huis van Clementine Machems weghen,"6 deniers et 1,5 chapons"
"f°20 verso, l.9",In dOrsendal in tBroec,Jan Peters Sone van den orsendale,?,vanden straten,-,bider capellen driesch,"3 chapons et 1,? Deniers"
"f°20 verso, l.10",In dOrsendal in tBroec,Jan Peters Sone van den orsendale,?,1 dele eere straeten,van nuws?,bi den capelledrijsch bi Frennen Eggloys beemd van nuws,"1,? Deniers et 3 chapons"
"f°20 verso, l.11",In dOrsendal in tBroec,Jan Peters Sone van den orsendale,?,?,van Amelrec Tays goede,?,1 chapon
"f°20 verso, l.12",In dOrsendal in tBroec,Jan Negheman de beckere,de beckere ,?,?,bi trincmoester?consente van staken die gheset sijn onder sinen wigaert mede tonthoudene vore sine huer,?
"f°20 verso, l.13",In dOrsendal in tBroec,Jan Negheman de beckere,de beckere ,voerhoede,sijns kelders,?,1 denier
"f°20 verso, l.14",In dOrsendal in tBroec,ghesc(reven) op Wout(er) Strael,,,,,
"f°20 verso, l.15",In dOrsendal in tBroec,Magriete Wouters Leus dochter puis? Joffrouwe Lijsbet van Buseghem?,?,1 hofstat,die houden de kindere half neertewiers,?,?
"f°20 verso, l.16",In dOrsendal in tBroec, Joffrouwe Lijsbet van Buseghem?,joffrouwe,2 hofstaden,die Gulijs de Plachere hout,in de savelstrate,5 sous et 2 chapons
"f°20 verso, l.17",In dOrsendal in tBroec,Magriete Wouters Leus dochter puis? Joffrouwe Lijsbet van Buseghem?,?,1 hofstat,"die hilt amelrex Coyere van 1,? Dachwande lans ",ten Albome bi scarenbeke,2 sous et 2 deel van 1 capune
"f°20 verso, l.18",In dOrsendal in tBroec,Magriete Wouters Leus dochter puis? Joffrouwe Lijsbet van Buseghem?,?,1 hofstat (et becke?),dat was iacobs van Bolenbeke,op den steenwech 1 becke,6 deniers
"f°20 verso, l.19",In dOrsendal in tBroec,  ghesc(reven) op h(er) Wout(er) de Leu hier na in broecht,,,,,
"f°20 verso, l.20",In dOrsendal in tBroec,joffrouwe Lijsbeth van Buseghem,joffrouwe,van goede,dat was Jan Boets Crayaerts die was Willems Crayenblijcs,?,1 capuin
"f°20 verso, l.21",In dOrsendal in tBroec,Joffrouwe Magriete van Buseghem,joffrouwe,1 beemde,die hout Aerd van Keleghem,tossenem,6 deniers
"f°20 verso, l.22",In dOrsendal in tBroec,Jan Belle,?,eere cameren,-,?,obole
"f°20 verso, l.23 ",In dOrsendal in tBroec,Yde (Spaede?) Wouters suster van Belleghem,?,van der selver hofstat,-,neven Jan Bels hofstat tusschen Wouter Straels tenet,1/2 capuin
"f°20 verso, l.24",In dOrsendal in tBroec,Jan uten Bogarde Mechiels sone van der sennen,?,van goede,dat was Yden Willem Spade wijf tsfleeschouwers ,daer,4 capune
"f°20 verso, l.25",In dOrsendal in tBroec,Jan uten Bogarde Mechiels sone van der sennen puis Arnt Taye?,?,1 dele boschs,dat was Heinrex van Overvelt ,te Bersele in den laer van den bosche te bersele,2 sous   
"f°20 verso, l.26",In dOrsendal in tBroec,Kateline Marien dochter Willems wijf was van Bolenbeke,?,van goede,dat was der vrouwen van borgade wilen Oden ende Magriete Eggloninnen,?,5 chapons
"f°20 verso, l.27",In dOrsendal in tBroec,Kateline Marien dochter Willems wijf was van Bolenbeke,?,van goede,die waren Adaem mese ghecoecht ieghen Jorik den cuipmakere,?,tuee deel van tuee capunen
"f°20 verso, l.28",In dOrsendal in tBroec,Hughe van Bogarden,?,van goede,dat was tser Jacobs van Bogarden,?,1/2 chapon
"f°21 recto, l.1",In dOrsendal in tBroec,Willem de Grove,?,1 hofstat,die Ydel steet 1 capuin laureis de tiecheldeckere,?,1 chapon
"f°21 recto, l.2",In dOrsendal in tBroec,Gheertrind Aerd Scoets wijf <Jan Marscaye de smet>,?,1 beemde??,van goede dat was Willems tsgroven ende Reyners van Lederberghe ghemeinlec van 1 beemde,?,1 chapon
"f°21 recto, l.3",In dOrsendal in tBroec,Gheertrind Aerd Scoets wijf <Jan Marscaye de smet>,?,1 oestalle,vore sijn huis,?,1 denier
"f°21 recto, l.4",In dOrsendal in tBroec,dat es ghesc(reven) op heinr(ec) in sent(e) Jans ? p(ro)chie,,,,,
"f°21 recto, l.5",In dOrsendal in tBroec,Heinrec van Asche,?,1 dele obstals,vore sine huis ,bi Jan sCaetsaerts bi den Orsendalborne,2 deniers et 1 vijrlinc
